"id","name","address","phone","email","website","sub_district_id","nu_district_id","created_by","updated_by","created_at","updated_at","lat","long"
560,PUSAKANAGARA,"Majelis Ta'lim Nida Al-Quran, Desa Kalentambo Rt. 01 Rw. 01, Kec. Pusakanagara Kab. Subang 41255","","","",,88,17,,"2021-09-16 18:45:46","2021-09-16 18:45:46","",""
561,CIASEM,"Dusun Dukuh Barat, Desa Dukuh, Kec. Ciasem","","","",,88,17,,"2021-09-16 18:54:17","2021-09-16 18:54:17","",""
563,CIATER,"Kp. Nagrog Desa, Palasari, Ciater, Subang","","","",,88,17,,"2021-09-17 07:25:50","2021-09-17 07:25:50","",""
564,SERANGPANJANG,"Jalan Desa Sukamandi, Sagalaherang, Kabupaten Subang","","","",,88,17,,"2021-09-17 07:26:54","2021-09-17 07:26:54","",""
565,MWC NU KECAMATAN SAMARANG,Kp. Samarang Boboko RT.03/01 Ds./Kec. Samarang Kab. Garut Jawa Barat,"08975448251",-,-,3205170,89,23,23,"2021-09-20 12:32:21","2021-09-20 15:08:31",-7.207394598247461,"107.83033478692407"
566,MWCNU Kec. Jatiluhur,Jatiluhur,"08172334270","","",3214010,72,16,16,"2021-09-20 13:43:19","2021-09-20 16:01:41","",""
567,MWCNU Kec. Purwakarta,Purwakarta,"087735345559","","",3214100,72,16,16,"2021-09-20 13:44:35","2021-09-20 15:56:15","",""
568,MWCNU Kec. Babakancikao,Babakancikao,"087879825690","","",3214101,72,16,16,"2021-09-20 13:45:31","2021-09-20 16:06:21","",""
569,MWCNU Kec. Cibatu,Cibatu,"081909500877","","",3214111,72,16,16,"2021-09-20 13:46:14","2021-09-20 16:02:55","",""
570,MWCNU Kec. Campaka,Campaka,"087879706304","","",3214110,72,16,16,"2021-09-20 13:46:57","2021-09-20 16:03:33","",""
571,MWCNU Kec. Bungursari,Bungursari,"085717071375","","",3214112,72,16,16,"2021-09-20 13:47:41","2021-09-20 16:04:09","",""
572,MWCNU Kec. Pasawahan,Pasawahan,"087778681413","","",3214090,72,16,16,"2021-09-20 13:48:30","2021-09-20 15:58:33","",""
573,MWCNU Kec. Pondoksalam,Pondoksalam,"082125268950","","",3214091,72,16,16,"2021-09-20 13:49:15","2021-09-20 15:56:56","",""
574,MWCNU Kec. Kiarapedes,Kiarapedes,"083156714168","","",3214081,72,16,16,"2021-09-20 13:49:42","2021-09-20 16:00:54","",""
575,MWCNU Kec. Wanayasa,Wanayasa,"085759232776","","",3214080,72,16,16,"2021-09-20 13:50:04","2021-09-20 14:43:00","",""
576,MWCNU Kec. Bojong,Bojong,"087779527557","","",3214070,72,16,16,"2021-09-20 13:51:14","2021-09-20 16:05:07","",""
577,MWCNU Kec. Darangdan,Darangdan,"081802136870","","",3214060,72,16,16,"2021-09-20 13:51:44","2021-09-20 16:02:14","",""
579,MWCNU Kec. Plered,Plered,"0817612165","","",3214040,72,16,16,"2021-09-20 13:52:29","2021-09-20 15:57:59","",""
580,MWCNU Kec. Maniis,Maniis,"085302640061","","",3214020,72,16,16,"2021-09-20 13:53:12","2021-09-20 15:59:42","",""
581,MWCNU Kec. Tegalwaru,Tegalwaru,"08172352780","","",3214030,72,16,16,"2021-09-20 13:53:38","2021-09-20 15:53:29","",""
582,MWCNU Kec. Sukatani,Sukatani,"087879634840","","",3214050,72,16,16,"2021-09-20 13:54:18","2021-09-20 15:54:21","",""
583,MWCNU Kec. Sukasari,Sukasari,"081912532714","","",3214011,72,16,16,"2021-09-20 13:54:46","2021-09-20 15:55:14","",""
584,MWCNU INDRAMAYU,Jl. Ir. H. Juanda Blok Kepolo ,"087717976667","","",3212150,97,12,12,"2021-10-10 10:29:57","2021-10-16 11:11:09",-6.348898,"108.328736"
585,MWCNU HAURGEULIS,Jl. Raya Haurgeulis Blok Manggungan,"08129349138","","",3212010,97,12,12,"2021-10-13 06:36:23","2021-10-13 07:00:45",-6.461247,"107.943240"
586,MWCNU SUKAGUMIWANG,Jl. Raya Sukagumiwang Blok Wangut,"081223069973","","",3212081,97,12,,"2021-10-13 07:07:08","2021-10-13 07:07:08",-6.565015719800001, 108.320066212501
587,MWCNU BONGAS,Jl. Raya Bongas ,"085795210464","","",3212200,97,12,12,"2021-10-16 11:02:35","2021-10-16 11:04:58","",""
588,MWCNU BANGODUA,Jl. Raya Bangodua,"083113607433","","",3212060,97,12,,"2021-10-16 11:07:39","2021-10-16 11:07:39","",""
589,MWCNU ANJATAN,Jl. Raya Anjatan- Haurgeulis,"085220640707","","",3212210,97,12,,"2021-10-16 11:17:50","2021-10-16 11:17:50","",""
590,MWCNU KARANGAMPEL,Jl. Raya Karangampel,"085324136666","","",3212100,97,12,,"2021-10-16 11:24:37","2021-10-16 11:24:37","",""
591,MWCNU SLIYEG,"Jl. Jatibarang - Balongan, Sliyeg, Kabupaten Indramayu, Jawa Barat 45281","081222015664","","",3212120,97,12,,"2021-10-17 00:53:45","2021-10-17 00:53:45",-6.454427714605122,"108.35072965929551"
592,MWCNU SUKRA,Jl. Raya Pantura Sukra ,"082129240202","","",3212220,97,12,,"2021-10-18 03:27:51","2021-10-18 03:27:51",-6.310711834384961,"107.97447621793266"
593,MWCNU CIKEDUNG,Jl. Raya Cikedung Amis,"083148795996","","",3212040,97,12,,"2021-10-18 03:37:53","2021-10-18 03:37:53",-6.516668383694784,"108.16521920355551"
594,MWCNU PASEKAN,Jl. Patimura Karanganyar,"087829609383","","",3212162,97,12,,"2021-10-18 03:45:53","2021-10-18 03:45:53",-6.283018795466297,"108.31098894704336"
595,MWCNU ARAHAN,Jl. Raya Cidempet,"081947012130","","",3212171,97,12,,"2021-10-19 02:32:50","2021-10-19 02:32:50",-6.354361742453232,"108.2468117507885"
596,MWCNU CANTIGI,Jl. Raya Cantigi Kulon,"081324367900","","",3212161,97,12,,"2021-10-19 02:39:52","2021-10-19 02:39:52",-6.334528325099383,"108.22580469199038"
597,MWCNU GABUS WETAN,Jl. Raya Gabus Wetan,"085776648562","","",3212030,97,12,,"2021-10-19 02:46:06","2021-10-19 02:46:06",-6.439766308858421,"108.07932477360025"
598,MWCNU GANTAR,Jl. Siliwangi,"081313046123","","",3212011,97,12,,"2021-10-19 02:51:33","2021-10-19 02:51:33",-6.52480239199631,"107.9819356517913"
599,MWCNU JATIBARANG,Jl. Raya Blok Semirang,"081320229235","","",3212130,97,12,,"2021-10-19 02:57:12","2021-10-19 02:57:12",-6.402290790775234,"108.32127290946121"
600,MWCNU JUNTINYUAT,Jl. Raya Jatibarang-Karangampel,"083827805622","","",3212110,97,12,,"2021-10-19 03:02:10","2021-10-19 03:02:10",-6.474378672441993,"108.40454013829667"
601,MWCNU KANDANGHAUR,Jl. Raya Pantura Kandanghaur,"081395878257","","",3212190,97,12,,"2021-10-19 03:19:35","2021-10-19 03:19:35",-6.332468652789474,"108.08877347606774"
602,MWCNU KEDOKAN BUNDER,Jl. Raya Kedokan,"089630082487","","",3212101,97,12,,"2021-10-19 03:25:54","2021-10-19 03:25:54",-6.503108339781432,"108.42222790168272"
603,MWCNU KERTASEMAYA,Jl. Raya Jatibarang - Kertasemaya,"081324174665","","",3212080,97,12,,"2021-10-19 03:31:59","2021-10-19 03:31:59",-6.5373398333493835,"108.35215885670974"
604,MWCNU KRANGKENG,Jl. Raya Cirebon - Indramayu,"083866259616","","",3212090,97,12,,"2021-10-19 03:37:20","2021-10-19 03:37:20",-6.526091013910362,"108.49264598431976"
605,MWCNU KROYA,Jl. Raya Kroya,"082321107833","","",3212020,97,12,,"2021-10-19 03:43:12","2021-10-19 03:43:12",-6.493351989973162,"108.06288533549557"
606,MWCNU LELEA,Jl. Raya Tugu - Bangodua,"085318814666","","",3212050,97,12,,"2021-10-19 03:50:50","2021-10-19 03:50:50",-6.511819060194357,"108.22183971560519"
607,MWCNU LOHBENER,Jl. Raya Pantura Lohbener,"082321252441","","",3212170,97,12,,"2021-10-19 03:56:04","2021-10-19 03:56:04",-6.405228347255435,"108.22296229376005"
608,MWCNU LOSARANG,Jl. Raya Pantura - Losarang,"085224707227","","",3212180,97,12,,"2021-10-19 04:00:27","2021-10-19 04:00:27",-6.380465882524121,"108.13264462480217"
609,MWCNU TERISI,Jl. Kendayakan,"087779837108","","",3212041,97,12,,"2021-10-19 04:08:00","2021-10-19 04:08:00",-6.450114128944927,"108.14559121870302"
610,MWCNU TUKDANA,Jl. Raya Cangko,"087828828296","","",3212061,97,12,,"2021-10-19 04:16:05","2021-10-19 04:16:05",-6.5663143497586685,"108.30586311345603"
611,MWCNU WIDASARI,Jl. Jatibarang - Lelea,"081224444758","","",3212070,97,12,,"2021-10-19 04:21:27","2021-10-19 04:21:27",-6.476847313992531,"108.27314310279192"
612,MWCNU PATROL,Jl. Raya Patrol,"08121438886","","",3212221,97,12,,"2021-10-20 06:55:37","2021-10-20 06:55:37",-6.315556750480692,"108.00950394779152"
613,MWCNU BALONGAN,Jl. Raya Balongan - Rawadalem,"081313269999","","",3212140,97,12,,"2021-10-22 03:15:40","2021-10-22 03:15:40",-6.373609828206408,"108.36438502677967"
614,MWCNU SINDANG,"Majelis Ta’lim Nurul Burhani Gang. 11 Desa Penganjang, Kecamatan Sindang kabupaten Indramayu","0895331919623","","",3212160,97,12,,"2021-12-01 05:42:36","2021-12-01 05:42:36",-6.317077830076219,"108.31771779966421"
615,MWCNU LANGKAPLANCAR,DESA PANGKALAN KECAMATAN LANGKAPLANCAR,"085212396181","","",3218040,76,28,28,"2023-03-17 18:38:01","2023-03-17 18:41:04","",""
616,MWCNU PANGANDARAN,DUSUN BOJONGJATI DESA PANANJUNG PANGANDARAN,"082117626667","","",3218070,76,28,28,"2023-03-17 18:43:25","2023-03-17 19:15:09","",""
617,MWCNU KARANGKAMIRI,CISARUA LANGKAPLANCAR,"081312606789","","",3218040,76,28,,"2023-03-17 18:46:36","2023-03-17 18:46:36","",""
618,MWCNU KALIPUCANG,DESA KALIPUCANG KECAMATAN KALIPUCANG,"081320692997","","",3218080,76,28,,"2023-03-17 18:49:48","2023-03-17 18:49:48","",""
619,MWCNU CIJULANG,CIJULANG,"","","",3218020,76,28,,"2023-03-17 19:58:50","2023-03-17 19:58:50","",""
620,MWCNU MANGUNJAYA,"","","","",3218100,76,28,,"2023-03-17 20:17:04","2023-03-17 20:17:04","",""
621,MWCNU PADAHERANG,"","","","",3218090,76,28,,"2023-03-17 20:28:27","2023-03-17 20:28:27","",""
622,MWCNU CIMERAK,"","","","",3218010,76,28,,"2023-03-17 20:40:50","2023-03-17 20:40:50","",""
623,MWCNU PARIGI,"","","","",3218050,76,28,,"2023-03-17 20:44:29","2023-03-17 20:44:29","",""
624,MWCNU SIDAMULIH,"","","","",3218060,76,28,,"2023-03-17 20:46:18","2023-03-17 20:46:18","",""
